Order_ID,PRODUCT_ID,Store_ID,Date_Ordered,Date_Completed,Qty,Order_Des,Order_Price
4008,200502,750112,30/10/22,,51,"Order Placed for 51 bottles of Ocho Tequila by retailer Weissnat-Swift which is based out of Washington, District of Columbia for amount $2345.49 on date 10/30/22"," $2,345.49 "
4008,200601,750112,01/11/22,,17,"Order Placed for 17 bottles of White Claw Hard Seltzer by retailer Weissnat-Swift which is based out of Washington, District of Columbia for amount $37.4 on date 11/01/22", $37.40 
4008,200201,750112,01/11/22,,15,"Order Placed for 15 bottles of Red Label Scotch Whiskey by retailer Weissnat-Swift which is based out of Washington, District of Columbia for amount $329.85 on date 11/01/22", $329.85 
4008,200803,750112,29/10/22,,78,"Order Placed for 78 bottles of Tanqueray Gin by retailer Weissnat-Swift which is based out of Washington, District of Columbia for amount $857.22 on date 10/29/22", $857.22 
4009,200904,750113,04/11/22,,32,"Order Placed for 32 bottles of Captain Morgan Original Spiced Rum by retailer Schmitt-Bergstrom which is based out of Albany, Georgia for amount $415.68 on date 11/04/22", $415.68 
4009,200102,750113,08/11/22,,79,"Order Placed for 79 bottles of Coors Light Beer by retailer Schmitt-Bergstrom which is based out of Albany, Georgia for amount $210.93 on date 11/08/22", $210.93 
4009,200702,750113,04/11/22,,73,"Order Placed for 73 bottles of Kurosawa Junmai Kimoto Kurosawa Brewery Sake by retailer Schmitt-Bergstrom which is based out of Albany, Georgia for amount $6131.27 on date 11/04/22"," $6,131.27 "
4010,200701,750114,08/11/22,21/11/22,12,"Order Placed for 12 bottles of Dassai Asahi Brewery Sake by retailer Turner Inc which is based out of Anchorage, Alaska for amount $911.88 on date 11/08/22", $911.88 
4011,200403,750119,01/11/22,,62,"Order Placed for 62 bottles of Sula Red Wine by retailer Murazik Group which is based out of Saint Paul, Minnesota for amount $805.38 on date 11/01/22", $805.38 
4012,200101,750120,06/11/22,,13,"Order Placed for 13 bottles of Budweiser Magnum Beer by retailer Dooley and Sons which is based out of Honolulu, Hawaii for amount $30.55 on date 11/06/22", $30.55 
4012,200602,750120,08/11/22,,87,"Order Placed for 87 bottles of Michelob Ultra Seltzer by retailer Dooley and Sons which is based out of Honolulu, Hawaii for amount $217.5 on date 11/08/22", $217.50 
4012,201001,750120,09/11/22,,89,"Order Placed for 89 bottles of Dudognon Cognac by retailer Dooley and Sons which is based out of Honolulu, Hawaii for amount $4360.11 on date 11/09/22"," $4,360.11 "
4013,200903,750121,24/10/22,,55,"Order Placed for 55 bottles of BACARDI Gold Rum by retailer Rempel-Prosacco which is based out of Peoria, Arizona for amount $934.45 on date 10/24/22", $934.45 
4013,200803,750121,25/10/22,,97,"Order Placed for 97 bottles of Tanqueray Gin by retailer Rempel-Prosacco which is based out of Peoria, Arizona for amount $1066.03 on date 10/25/22"," $1,066.03 "
4014,200501,750124,07/11/22,,82,"Order Placed for 82 bottles of Don Julio Tequila by retailer Wyman, Mueller and Witting which is based out of Providence, Rhode Island for amount $4755.18 on date 11/07/22"," $4,755.18 "
4014,200902,750124,08/11/22,,61,"Order Placed for 61 bottles of Sailor Jerry Spiced Rum by retailer Wyman, Mueller and Witting which is based out of Providence, Rhode Island for amount $1463.39 on date 11/08/22"," $1,463.39 "
4014,200104,750124,05/11/22,,79,"Order Placed for 79 bottles of Dos Equis Beer by retailer Wyman, Mueller and Witting which is based out of Providence, Rhode Island for amount $213.3 on date 11/05/22", $213.30 
4015,200202,750125,31/10/22,11/11/22,25,"Order Placed for 25 bottles of Ballentine's Finest Whiskey by retailer Fisher, Will and Harber which is based out of Cleveland, Ohio for amount $474.75 on date 10/31/22", $474.75 
4015,200401,750125,28/10/22,11/11/22,66,"Order Placed for 66 bottles of Madiera Port Wine by retailer Fisher, Will and Harber which is based out of Cleveland, Ohio for amount $593.34 on date 10/28/22", $593.34 
4015,200604,750125,31/10/22,11/11/22,31,"Order Placed for 31 bottles of Truly Hard Seltzer by retailer Fisher, Will and Harber which is based out of Cleveland, Ohio for amount $92.69 on date 10/31/22", $92.69 
4016,200102,750129,26/10/22,,42,"Order Placed for 42 bottles of Coors Light Beer by retailer O'Connell-Reichert which is based out of Aurora, Colorado for amount $112.14 on date 10/26/22", $112.14 
4016,200202,750129,24/10/22,,99,"Order Placed for 99 bottles of Ballentine's Finest Whiskey by retailer O'Connell-Reichert which is based out of Aurora, Colorado for amount $1880.01 on date 10/24/22"," $1,880.01 "
4016,201001,750129,28/10/22,,49,"Order Placed for 49 bottles of Dudognon Cognac by retailer O'Connell-Reichert which is based out of Aurora, Colorado for amount $2400.51 on date 10/28/22"," $2,400.51 "
4016,200602,750129,24/10/22,,48,"Order Placed for 48 bottles of Michelob Ultra Seltzer by retailer O'Connell-Reichert which is based out of Aurora, Colorado for amount $120 on date 10/24/22", $120.00 
4017,200304,750133,03/11/22,,34,"Order Placed for 34 bottles of Platinum 7X Vodka by retailer Goyette-Rodriguez which is based out of Aurora, Illinois for amount $339.66 on date 11/03/22", $339.66 
4018,200502,750135,08/11/22,,79,"Order Placed for 79 bottles of Ocho Tequila by retailer Torphy-Hammes which is based out of Sioux Falls, South Dakota for amount $3633.21 on date 11/08/22"," $3,633.21 "
4018,200303,750135,09/11/22,,28,"Order Placed for 28 bottles of Smirnoff Vanilla Vodka by retailer Torphy-Hammes which is based out of Sioux Falls, South Dakota for amount $419.72 on date 11/09/22", $419.72 
4018,200801,750135,06/11/22,,50,"Order Placed for 50 bottles of New Amsterdam Gin by retailer Torphy-Hammes which is based out of Sioux Falls, South Dakota for amount $675 on date 11/06/22", $675.00 
4018,200303,750135,05/11/22,,49,"Order Placed for 49 bottles of Smirnoff Vanilla Vodka by retailer Torphy-Hammes which is based out of Sioux Falls, South Dakota for amount $734.51 on date 11/05/22", $734.51 
4019,200403,750136,24/10/22,,52,"Order Placed for 52 bottles of Sula Red Wine by retailer Barrows-Bauch which is based out of Wichita, Kansas for amount $675.48 on date 10/24/22", $675.48 
4019,200201,750136,29/10/22,,17,"Order Placed for 17 bottles of Red Label Scotch Whiskey by retailer Barrows-Bauch which is based out of Wichita, Kansas for amount $373.83 on date 10/29/22", $373.83 
4019,200502,750136,25/10/22,,88,"Order Placed for 88 bottles of Ocho Tequila by retailer Barrows-Bauch which is based out of Wichita, Kansas for amount $4047.12 on date 10/25/22"," $4,047.12 "
4020,200901,750142,27/10/22,14/11/22,76,"Order Placed for 76 bottles of Captain Morgan 100 Proof Spiced Rum by retailer Nitzsche Group which is based out of Tulsa, Oklahoma for amount $759.24 on date 10/27/22", $759.24 
4020,200704,750142,27/10/22,14/11/22,49,"Order Placed for 49 bottles of MOMOKAWA SakéOne Sake by retailer Nitzsche Group which is based out of Tulsa, Oklahoma for amount $4703.51 on date 10/27/22"," $4,703.51 "
4020,200101,750142,27/10/22,14/11/22,73,"Order Placed for 73 bottles of Budweiser Magnum Beer by retailer Nitzsche Group which is based out of Tulsa, Oklahoma for amount $171.55 on date 10/27/22", $171.55 
4020,200301,750142,28/10/22,14/11/22,16,"Order Placed for 16 bottles of SKYY Vodka by retailer Nitzsche Group which is based out of Tulsa, Oklahoma for amount $287.84 on date 10/28/22", $287.84 
4021,200501,750144,01/11/22,,100,"Order Placed for 100 bottles of Don Julio Tequila by retailer Padberg-Predovic which is based out of Boise, Idaho for amount $5799 on date 11/01/22"," $5,799.00 "
4021,200902,750144,01/11/22,,68,"Order Placed for 68 bottles of Sailor Jerry Spiced Rum by retailer Padberg-Predovic which is based out of Boise, Idaho for amount $1631.32 on date 11/01/22"," $1,631.32 "
4021,200402,750144,31/10/22,,83,"Order Placed for 83 bottles of Rose Pink Sparkling Wine by retailer Padberg-Predovic which is based out of Boise, Idaho for amount $622.5 on date 10/31/22", $622.50 
4021,200502,750144,29/10/22,,66,"Order Placed for 66 bottles of Ocho Tequila by retailer Padberg-Predovic which is based out of Boise, Idaho for amount $3035.34 on date 10/29/22"," $3,035.34 "
4022,200603,750103,31/10/22,,31,"Order Placed for 31 bottles of High Noon Variety Seltzer by retailer Gerlach-Prosacco which is based out of Arlington, Virginia for amount $92.69 on date 10/31/22", $92.69 
4022,200804,750103,28/10/22,,93,"Order Placed for 93 bottles of Seagram’s Gin by retailer Gerlach-Prosacco which is based out of Arlington, Virginia for amount $1487.07 on date 10/28/22"," $1,487.07 "
4022,200402,750103,28/10/22,,62,"Order Placed for 62 bottles of Rose Pink Sparkling Wine by retailer Gerlach-Prosacco which is based out of Arlington, Virginia for amount $465 on date 10/28/22", $465.00 
4023,200701,750116,06/11/22,,58,"Order Placed for 58 bottles of Dassai Asahi Brewery Sake by retailer Miller Inc which is based out of Galveston, Texas for amount $4407.42 on date 11/06/22"," $4,407.42 "
4023,200902,750116,04/11/22,,28,"Order Placed for 28 bottles of Sailor Jerry Spiced Rum by retailer Miller Inc which is based out of Galveston, Texas for amount $671.72 on date 11/04/22", $671.72 
4023,200601,750116,03/11/22,,14,"Order Placed for 14 bottles of White Claw Hard Seltzer by retailer Miller Inc which is based out of Galveston, Texas for amount $30.8 on date 11/03/22", $30.80 
4024,200503,750117,19/11/22,,63,"Order Placed for 63 bottles of Patron Tequila by retailer Weimann-Bradtke which is based out of Washington, District of Columbia for amount $2551.5 on date 11/19/22"," $2,551.50 "
4024,201001,750117,15/11/22,,66,"Order Placed for 66 bottles of Dudognon Cognac by retailer Weimann-Bradtke which is based out of Washington, District of Columbia for amount $3233.34 on date 11/15/22"," $3,233.34 "
4024,200302,750117,15/11/22,,27,"Order Placed for 27 bottles of Deep Eddy Ruby Red Vodka by retailer Weimann-Bradtke which is based out of Washington, District of Columbia for amount $431.73 on date 11/15/22", $431.73 
4025,200404,750122,23/10/22,15/11/22,15,"Order Placed for 15 bottles of Jacob's Creek White Wine by retailer Pacocha Inc which is based out of El Paso, Texas for amount $164.85 on date 10/23/22", $164.85 
4025,200302,750122,27/10/22,15/11/22,77,"Order Placed for 77 bottles of Deep Eddy Ruby Red Vodka by retailer Pacocha Inc which is based out of El Paso, Texas for amount $1231.23 on date 10/27/22"," $1,231.23 "
4025,200602,750122,28/10/22,15/11/22,63,"Order Placed for 63 bottles of Michelob Ultra Seltzer by retailer Pacocha Inc which is based out of El Paso, Texas for amount $157.5 on date 10/28/22", $157.50 
4025,200102,750122,25/10/22,15/11/22,32,"Order Placed for 32 bottles of Coors Light Beer by retailer Pacocha Inc which is based out of El Paso, Texas for amount $85.44 on date 10/25/22", $85.44 
4026,200101,750127,31/10/22,,59,"Order Placed for 59 bottles of Budweiser Magnum Beer by retailer McDermott, VonRueden and West which is based out of Muncie, Indiana for amount $138.65 on date 10/31/22", $138.65 
4026,200703,750127,30/10/22,,56,"Order Placed for 56 bottles of COWBOY YAMAHAI Shiokawa Brewery Sake by retailer McDermott, VonRueden and West which is based out of Muncie, Indiana for amount $3807.44 on date 10/30/22"," $3,807.44 "
4026,200804,750127,30/10/22,,91,"Order Placed for 91 bottles of Seagram’s Gin by retailer McDermott, VonRueden and West which is based out of Muncie, Indiana for amount $1455.09 on date 10/30/22"," $1,455.09 "
4026,200501,750127,28/10/22,,36,"Order Placed for 36 bottles of Don Julio Tequila by retailer McDermott, VonRueden and West which is based out of Muncie, Indiana for amount $2087.64 on date 10/28/22"," $2,087.64 "
4027,201001,750131,02/11/22,,84,"Order Placed for 84 bottles of Dudognon Cognac by retailer Greenfelder Inc which is based out of Augusta, Georgia for amount $4115.16 on date 11/02/22"," $4,115.16 "
4027,200903,750131,02/11/22,,18,"Order Placed for 18 bottles of BACARDI Gold Rum by retailer Greenfelder Inc which is based out of Augusta, Georgia for amount $305.82 on date 11/02/22", $305.82 
4027,200501,750131,01/11/22,,58,"Order Placed for 58 bottles of Don Julio Tequila by retailer Greenfelder Inc which is based out of Augusta, Georgia for amount $3363.42 on date 11/01/22"," $3,363.42 "
4027,201003,750131,03/11/22,,23,"Order Placed for 23 bottles of Pierre Ferrand Cognac by retailer Greenfelder Inc which is based out of Augusta, Georgia for amount $758.77 on date 11/03/22", $758.77 
4027,200102,750131,05/11/22,,41,"Order Placed for 41 bottles of Coors Light Beer by retailer Greenfelder Inc which is based out of Augusta, Georgia for amount $109.47 on date 11/05/22", $109.47 
4027,201004,750131,03/11/22,,90,"Order Placed for 90 bottles of Merlet Cognac by retailer Greenfelder Inc which is based out of Augusta, Georgia for amount $2519.1 on date 11/03/22"," $2,519.10 "
4028,201002,750139,26/10/22,,31,"Order Placed for 31 bottles of Monnet Cognac by retailer Altenwerth, Brown and Hane which is based out of Corpus Christi, Texas for amount $1332.69 on date 10/26/22"," $1,332.69 "
4028,200902,750139,26/10/22,,39,"Order Placed for 39 bottles of Sailor Jerry Spiced Rum by retailer Altenwerth, Brown and Hane which is based out of Corpus Christi, Texas for amount $935.61 on date 10/26/22", $935.61 
4028,200703,750139,31/10/22,,57,"Order Placed for 57 bottles of COWBOY YAMAHAI Shiokawa Brewery Sake by retailer Altenwerth, Brown and Hane which is based out of Corpus Christi, Texas for amount $3875.43 on date 10/31/22"," $3,875.43 "
4028,200803,750139,30/10/22,,57,"Order Placed for 57 bottles of Tanqueray Gin by retailer Altenwerth, Brown and Hane which is based out of Corpus Christi, Texas for amount $626.43 on date 10/30/22", $626.43 
4029,200102,750148,25/10/22,,76,"Order Placed for 76 bottles of Coors Light Beer by retailer Bruen-Deckow which is based out of Atlanta, Georgia for amount $202.92 on date 10/25/22", $202.92 
4030,200403,750150,14/11/22,27/11/22,86,"Order Placed for 86 bottles of Sula Red Wine by retailer Bode, Conn and Kling which is based out of Saint Paul, Minnesota for amount $1117.14 on date 11/14/22"," $1,117.14 "
4030,200602,750150,18/11/22,27/11/22,93,"Order Placed for 93 bottles of Michelob Ultra Seltzer by retailer Bode, Conn and Kling which is based out of Saint Paul, Minnesota for amount $232.5 on date 11/18/22", $232.50 
4030,200902,750150,19/11/22,27/11/22,89,"Order Placed for 89 bottles of Sailor Jerry Spiced Rum by retailer Bode, Conn and Kling which is based out of Saint Paul, Minnesota for amount $2135.11 on date 11/19/22"," $2,135.11 "
